05-397:C00R8ABXX:4:250007467
7111-12:C00R8ABXX:2:250007222
7111-13:C00R8ABXX:2:250007219
7111-14:C00R8ABXX:2:250007226
73-194:C00R8ABXX:3:250007293
73118:C00R8ABXX:6:250007656
75-030:C00R8ABXX:4:250007465
75-062:C00R8ABXX:6:250007692
7501-10:C00R8ABXX:3:250007301
7501-12:C00R8ABXX:3:250007307
7501-9:C00R8ABXX:3:250007305
8101-10:C00R8ABXX:4:250007424
8101-11:C00R8ABXX:4:250007425
8101-12:C00R8ABXX:4:250007426
8101-13:C00R8ABXX:4:250007427
8101-14:C00R8ABXX:4:250007443
8101-15:C00R8ABXX:4:250007428
8101-16:C00R8ABXX:4:250007444
8101-5:C00R8ABXX:4:250007419
8101-6:C00R8ABXX:4:250007420
8101-7:C00R8ABXX:4:250007421
8101-8:C00R8ABXX:4:250007422
8101-9:C00R8ABXX:4:250007423
85-002:C00R8ABXX:2:250007224
85-006:C00R8ABXX:4:250007461
8561-29:C00R8ABXX:4:250007429
8571-11:C00R8ABXX:4:250007431
8571-14:C00R8ABXX:4:250007433
8571-15:C00R8ABXX:4:250007434
8571-18:C00R8ABXX:4:250007449
8571-20:C00R8ABXX:4:250007451
8571-230:C00R8ABXX:4:250007455
8571-26:C00R8ABXX:4:250007457
8571-27:C00R8ABXX:4:250007458
8571-31:C00R8ABXX:4:250007448
8571-32:C00R8ABXX:4:250007447
86368:C00R8ABXX:4:250007464
93-183:C00R8ABXX:2:250007143
93-187:C00R8ABXX:2:250007158
A131:81FENABXX:7:250034585
A131(Holland):MRG:2:250041473
A188:MRG:2:250040019
A214N:MRG:2:250040084
A239:C08L7ACXX:6:250047930
A272:C08L7ACXX:6:250047954
A3G-3-1-3:81FE8ABXX:4:250032310
A441-5:MRG:2:250040026
A554:C08L7ACXX:6:250047963
A556:MRG:2:250040185
A6:MRG:2:250040034
A619:C08L7ACXX:6:250047940
A632:C08L7ACXX:6:250047950
A634:MRG:2:250040129
A635:MRG:2:250040198
A641:MRG:2:250040046
A641Ht:C00R8ABXX:2:250007145
A654:C08L7ACXX:6:250048009
A659:C08L7ACXX:6:250048004
A661:MRG:2:250040149
A679:MRG:2:250040001
A680:C08L7ACXX:6:250047931
A682:C08L7ACXX:6:250047957
Ab18:81FENABXX:5:250035064
Ab24E:81FENABXX:4:250034924
Ab26A:81FE7ABXX:2:250031182
Ab28A:MRG:2:250040159
Ab608A:81FENABXX:4:250034936
Ab610:81FENABXX:6:250035202
Ab616:81FENABXX:4:250034978
AH83:81FE8ABXX:4:250032332
Ames_30480:81N4HABXX:1:250032905
Ames10244:81FE8ABXX:7:250032849
Ames10246:MRG:2:250041697
Ames10247:81N4HABXX:3:250033161
Ames10248:81FE7ABXX:7:250031797
Ames10249:81N4HABXX:3:250033148
Ames10250:81N4HABXX:2:250033048
Ames10251:81N4HABXX:2:250033046
Ames10252:81N4HABXX:3:250033235
Ames10253:81FE7ABXX:7:250031774
Ames10254:81N4HABXX:3:250033198
Ames10255:81N4HABXX:4:250033271
Ames10256:81N4HABXX:2:250033096
Ames10257:81N4HABXX:3:250033171
Ames10258:81N4HABXX:3:250033159
Ames10259:81N4HABXX:3:250033213
Ames10260:81FE7ABXX:2:250031197
Ames10261:81N4HABXX:2:250033107
Ames10262:81N4HABXX:2:250033038
Ames10263:81FE7ABXX:1:250031024
Ames10264:81FE7ABXX:3:250031258
Ames10265:81FENABXX:5:250035124
Ames10266:MRG:2:250042451
Ames10267:81FE7ABXX:6:250031659
Ames10268:MRG:2:250042490
Ames10269:81N4HABXX:3:250033220
Ames10271:81FE7ABXX:6:250031710
Ames10272:81N4HABXX:3:250033211
Ames10273:81FE7ABXX:7:250031771
Ames10274:81N4HABXX:3:250033192
Ames10276:81N4HABXX:3:250033172
Ames10277:81N4HABXX:2:250033095
Ames10287:81FE8ABXX:6:250032568
Ames12725:81FENABXX:4:250034925
Ames12726:81N4HABXX:1:250032944
Ames12727:81FENABXX:5:250035100
Ames12728:81N4HABXX:1:250032927
Ames12729:81N4HABXX:2:250033110
Ames12730:81N4HABXX:2:250033034
Ames12731:81FE8ABXX:7:250032800
Ames12732:81N4HABXX:1:250032896
Ames12733:81FE8ABXX:7:250032773
Ames12734:81FE8ABXX:7:250032780
Ames12735:81N4HABXX:3:250033219
Ames12736:81FE8ABXX:1:250031951
Ames12737:81FE8ABXX:7:250032770
Ames12738:81N4HABXX:1:250032926
Ames12739:81N4HABXX:2:250033075
Ames12740:81N4HABXX:2:250033043
Ames12814:81FE8ABXX:1:250031891
Ames12815:81FE8ABXX:1:250031896
Ames12816:MRG:2:250041743
Ames12817:81FE8ABXX:1:250031903
Ames12818:81N4HABXX:6:250033615
Ames12819:81FE8ABXX:1:250031873
Ames12820:81N4HABXX:6:250033583
Ames12821:81FE8ABXX:1:250031934
Ames12822:81N4HABXX:6:250033599
Ames12823:81N4HABXX:6:250033553
Ames12824:81FE8ABXX:1:250031960
Ames14111:81N4HABXX:2:250033032
Ames14112:81FE7ABXX:4:250031426
Ames14113:81FE8ABXX:7:250032833
Ames14114:81FE8ABXX:7:250032791
Ames14115:81FENABXX:2:250034754
Ames14116:81FENABXX:1:250033794
Ames14211:81FE7ABXX:5:250031517
Ames14408:81FE8ABXX:1:250031965
Ames15929:81FENABXX:1:250033855
Ames18999:81FE8ABXX:7:250032813
Ames19000:81FE7ABXX:3:250031259
Ames19001:81FENABXX:3:250034888
Ames19002:81N4HABXX:2:250033017
Ames19003:81N4HABXX:3:250033145
Ames19004:81N4HABXX:3:250033179
Ames19005:81FE8ABXX:2:250032014
Ames19006:81FE7ABXX:4:250031408
Ames19007:81FE7ABXX:3:250031290
Ames19008:81FE7ABXX:3:250031330
Ames19009:81N4HABXX:6:250033582
Ames19010:81FENABXX:7:250034541
Ames19011:81FE7ABXX:4:250031433
Ames19012:81FENABXX:1:250033821
Ames19013:81FENABXX:1:250033793
Ames19014:81N4HABXX:7:250033702
Ames19015:81FE7ABXX:5:250031558
Ames19016:81FE7ABXX:3:250031305
Ames19017:81N4HABXX:7:250033742
Ames19019:81FENABXX:1:250033836
Ames19282:MRG:2:250041419
Ames19283:81FE7ABXX:2:250031118
Ames19284:81FE8ABXX:7:250032795
Ames19285:81N4HABXX:1:250032911
Ames19286:81FENABXX:2:250034674
Ames19287:81FE7ABXX:5:250031541
Ames19288:81FE8ABXX:5:250032389
Ames19289:81N4HABXX:6:250033585
Ames19290:81N4HABXX:6:250033595
Ames19292:81FE8ABXX:5:250032382
Ames19293:81FE7ABXX:5:250031532
Ames19294:81N4HABXX:7:250033735
Ames19308:81N4HABXX:4:250033343
Ames19309:81FE7ABXX:4:250031394
Ames19310:81FE8ABXX:6:250032515
Ames19311:81FE8ABXX:6:250032517
Ames19313:81N4HABXX:6:250033580
Ames19314:81FENABXX:4:250034995
Ames19316:81FE8ABXX:3:250032221
Ames19318:81FE7ABXX:4:250031436
Ames19319:81FE7ABXX:6:250031680
Ames19321:81FE7ABXX:4:250031444
Ames19323:81N4HABXX:1:250032910
Ames19324:81FE7ABXX:2:250031199
Ames19326:81N4HABXX:5:250033412
Ames19327:81N4HABXX:3:250033180
Ames19328:81FE7ABXX:5:250031547
Ames19330:81FENABXX:2:250034745
Ames20116:81FE8ABXX:3:250032204
Ames20118:81N4HABXX:3:250033181
Ames20119:81FENABXX:4:250034946
Ames20120:81FE7ABXX:2:250031157
Ames20136:81FE7ABXX:1:250030992
Ames20137:81FE7ABXX:1:250030999
Ames20140:81FE8ABXX:4:250032343
Ames20190:81FE8ABXX:3:250032163
Ames20191:81FENABXX:6:250035200
Ames21095:81FE7ABXX:5:250031537
Ames21096:81FE8ABXX:6:250032520
Ames21512:81FENABXX:5:250035113
Ames22011:81FENABXX:5:250035077
Ames22012:81FE7ABXX:1:250031078
Ames22013:81FENABXX:5:250035074
Ames22014:81FE7ABXX:1:250031051
Ames22015:81FE7ABXX:4:250031376
Ames22016:81FE8ABXX:1:250031944
Ames22017:81FE8ABXX:1:250031897
Ames22018:81N4HABXX:6:250033590
Ames22019:81N4HABXX:5:250033490
Ames22020:81N4HABXX:6:250033597
Ames22021:81N4HABXX:5:250033477
Ames22022:81FE8ABXX:1:250031963
Ames22023:81FE8ABXX:1:250031947
Ames22024:81N4HABXX:5:250033465
Ames22025:81FENABXX:1:250033800
Ames22026:81FE7ABXX:2:250031186
Ames22027:81FE7ABXX:1:250031027
Ames22028:81FE7ABXX:4:250031388
Ames22029:81FE7ABXX:5:250031503
Ames22030:81N4HABXX:6:250033617
Ames22031:81N4HABXX:7:250033685
Ames22032:81FE7ABXX:3:250031316
Ames22033:81FE7ABXX:7:250031827
Ames22034:81FENABXX:3:250034880
Ames22035:81FE8ABXX:4:250032280
Ames22036:81FENABXX:7:250034583
Ames22037:81FE8ABXX:5:250032444
Ames22038:81FE8ABXX:5:250032449
Ames22039:81FE8ABXX:6:250032511
Ames22040:81N4HABXX:6:250033559
Ames22041:81FENABXX:2:250034721
Ames22042:81FENABXX:3:250034851
Ames22043:81FE8ABXX:6:250032578
Ames22044:81FE7ABXX:4:250031419
Ames22045:81FE7ABXX:6:250031627
Ames22046:81FE7ABXX:4:250031378
Ames22047:81N4HABXX:7:250033737
Ames22048:81FENABXX:3:250034795
Ames22049:81FE7ABXX:4:250031435
Ames22050:81FE7ABXX:6:250031703
Ames22051:81N4HABXX:2:250033093
Ames22052:81FE8ABXX:4:250032312
Ames22053:81FENABXX:3:250034856
Ames22054:81FENABXX:7:250034592
Ames22055:81FENABXX:7:250034561
Ames22056:81N4HABXX:2:250033070
Ames22057:81FENABXX:1:250033832
Ames22058:81FENABXX:3:250034805
Ames22059:81FE8ABXX:6:250032556
Ames22060:81FENABXX:7:250034542
Ames22061:81FENABXX:3:250034883
Ames22062:81FE8ABXX:6:250032543
Ames22063:81N4HABXX:2:250033098
Ames22064:81FE8ABXX:5:250032461
Ames22065:81FE8ABXX:5:250032411
Ames22066:81FENABXX:3:250034879
Ames22067:81FE8ABXX:5:250032415
Ames22439:81FE8ABXX:1:250031884
Ames22440:81FE7ABXX:1:250030998
Ames22441:81FE8ABXX:4:250032253
Ames22442:81FE8ABXX:6:250032551
Ames22443:81FE8ABXX:5:250032398
Ames22747:81FE8ABXX:4:250032296
Ames22748:81FE7ABXX:3:250031306
Ames22749:81N4HABXX:7:250033672
Ames22750:81N4HABXX:6:250033560
Ames22751:81N4HABXX:7:250033739
Ames22752:81FENABXX:1:250033852
Ames22753:81FE7ABXX:5:250031531
Ames22754:81FE7ABXX:5:250031565
Ames22755:81FENABXX:7:250034615
Ames22756:81FE8ABXX:1:250031925
Ames22757:81N4HABXX:6:250033587
Ames22758:MRG:2:250042475
Ames22759:MRG:2:250042450
Ames22760:81FE8ABXX:3:250032200
Ames22761:81N4HABXX:5:250033475
Ames22762:81FE7ABXX:7:250031821
Ames22763:81FE8ABXX:2:250032010
Ames22765:MRG:2:250042431
Ames22766:81FE8ABXX:2:250032079
Ames22767:81FE8ABXX:1:250031911
Ames22792:81FENABXX:3:250034854
Ames22793:81FENABXX:3:250034872
Ames22794:81FENABXX:2:250034747
Ames2325:81FENABXX:7:250034612
Ames2326:81N4HABXX:7:250033708
Ames2327:81FE7ABXX:3:250031291
Ames2328:81FE7ABXX:5:250031527
Ames2329:81FE7ABXX:6:250031666
Ames2330:81N4HABXX:6:250033592
Ames2331:81FE8ABXX:7:250032832
Ames2332:81FE7ABXX:4:250031367
Ames2333:81FE8ABXX:1:250031874
Ames2334:81N4HABXX:6:250033543
Ames2335:81FE8ABXX:1:250031923
Ames2336:81FE7ABXX:5:250031533
Ames2337:81FE7ABXX:5:250031554
Ames2338:81N4HABXX:7:250033662
Ames23389:81FE8ABXX:1:250031886
Ames2339:81FENABXX:1:250033815
Ames23391:81FENABXX:2:250034746
Ames23392:81FE8ABXX:5:250032393
Ames23393:81FENABXX:3:250034806
Ames23394:81FENABXX:3:250034877
Ames23395:81FENABXX:4:250034945
Ames23396:81FE8ABXX:5:250032391
Ames23397:81FENABXX:3:250034840
Ames23398:81FENABXX:2:250034722
Ames23399:81N4HABXX:3:250033163
Ames2340:81FENABXX:2:250034668
Ames23400:81FENABXX:7:250034570
Ames23401:81FE8ABXX:5:250032458
Ames23402:81FENABXX:4:250034979
Ames23403:81FE8ABXX:5:250032385
Ames23404:81N4HABXX:7:250033716
Ames23405:81FE8ABXX:6:250032535
Ames23406:81FE8ABXX:5:250032412
Ames23407:81FE8ABXX:5:250032472
Ames23408:81FENABXX:3:250034827
Ames23409:81FENABXX:3:250034833
Ames2341:81FE7ABXX:4:250031415
Ames23410:81FENABXX:3:250034878
Ames23413:81FENABXX:7:250034591
Ames23414:81FE8ABXX:6:250032557
Ames23415:81FENABXX:2:250034736
Ames23417:81FE8ABXX:5:250032420
Ames23418:81FE8ABXX:6:250032507
Ames23419:81FENABXX:3:250034814
Ames23420:81FE8ABXX:6:250032541
Ames23421:81FE8ABXX:5:250032456
Ames23422:81FE8ABXX:5:250032410
Ames23423:81FE8ABXX:5:250032440
Ames23424:81FE8ABXX:5:250032464
Ames23425:81FENABXX:7:250034582
Ames23426:81FE8ABXX:5:250032399
Ames23427:81FENABXX:3:250034842
Ames23428:81FENABXX:3:250034823
Ames23429:81FENABXX:3:250034847
Ames23430:81FE8ABXX:6:250032597
Ames23431:81FE8ABXX:5:250032465
Ames23433:81FE8ABXX:6:250032537
Ames23434:81FE8ABXX:4:250032347
Ames23435:81FE8ABXX:5:250032453
Ames23436:81FENABXX:6:250035218
Ames23437:81FENABXX:3:250034832
Ames23438:81FE8ABXX:5:250032401
Ames23439:81FENABXX:7:250034586
Ames23440:81N4HABXX:4:250033269
Ames23441:81FE8ABXX:6:250032508
Ames23442:81FENABXX:2:250034672
Ames23443:81N4HABXX:4:250033336
Ames23444:81FE8ABXX:4:250032336
Ames23445:81FE8ABXX:4:250032348
Ames23446:81FE8ABXX:5:250032437
Ames23447:81FE8ABXX:6:250032575
Ames23448:81FE8ABXX:5:250032403
Ames23449:81FE8ABXX:6:250032536
Ames23450:81FE8ABXX:6:250032521
Ames23451:81FENABXX:3:250034815
Ames23452:81FENABXX:7:250034559
Ames23455:81FE8ABXX:5:250032387
Ames23456:81N4HABXX:5:250033425
Ames23457:81FE8ABXX:6:250032518
Ames23458:81N4HABXX:2:250033051
Ames23459:81N4HABXX:7:250033693
Ames23460:81FENABXX:2:250034730
Ames23461:81FE8ABXX:6:250032595
Ames23463:81FE8ABXX:5:250032436
Ames23464:81FE8ABXX:6:250032533
Ames23465:81N4HABXX:2:250033080
Ames23466:81FE8ABXX:6:250032558
Ames23467:81FE8ABXX:6:250032581
Ames23468:81FE8ABXX:6:250032510
Ames23469:81FE8ABXX:1:250031880
Ames23470:81N4HABXX:6:250033601
Ames23471:81FE8ABXX:5:250032473
Ames23473:81FENABXX:2:250034738
Ames23474:81FE8ABXX:5:250032426
Ames23475:81FE8ABXX:4:250032324
Ames23476:81FE8ABXX:5:250032381
Ames23477:81FENABXX:4:250034957
Ames23478:81FE8ABXX:6:250032592
Ames23479:81FE8ABXX:5:250032422
Ames23480:81FE8ABXX:5:250032452
Ames23481:81FENABXX:3:250034793
Ames23482:81FE8ABXX:6:250032523
Ames23483:81FE8ABXX:6:250032532
Ames23484:81FE8ABXX:6:250032571
Ames23485:81FE8ABXX:5:250032419
Ames23486:81FENABXX:2:250034692
Ames23487:MRG:2:250041459
Ames23488:81FE8ABXX:6:250032572
Ames23490:81FE8ABXX:5:250032413
Ames23491:81FE8ABXX:6:250032554
Ames23492:81FENABXX:3:250034868
Ames23493:81N4HABXX:7:250033720
Ames23494:81FENABXX:3:250034838
Ames23495:81FENABXX:7:250034605
Ames23496:81FENABXX:7:250034604
Ames23497:81FE8ABXX:5:250032466
Ames23498:81FENABXX:3:250034867
Ames23499:81FENABXX:3:250034817
Ames23500:81FE8ABXX:5:250032457
Ames23501:81FE8ABXX:6:250032524
Ames23502:81FE8ABXX:6:250032598
Ames23503:81FE7ABXX:6:250031669
Ames23504:81FENABXX:3:250034844
Ames23505:81FE8ABXX:6:250032596
Ames23506:81N4HABXX:6:250033577
Ames23507:81N4HABXX:7:250033709
Ames23508:81FE8ABXX:6:250032574
Ames23509:81FE8ABXX:5:250032428
Ames23510:81FE8ABXX:5:250032471
Ames23922:81FE8ABXX:1:250031916
Ames23923:81FE8ABXX:2:250032012
Ames23924:81FE8ABXX:2:250032070
Ames24575:81FE7ABXX:1:250031070
Ames24576:81FENABXX:4:250035010
Ames24577:81FENABXX:4:250034969
Ames24585:81FENABXX:6:250035216
Ames24589:81N4HABXX:7:250033745
Ames24590:81FE7ABXX:4:250031374
Ames24704:81FENABXX:2:250034761
Ames24705:81FE8ABXX:5:250032408
Ames24706:81FE8ABXX:5:250032451
Ames24707:81FENABXX:2:250034758
Ames24708:81FE8ABXX:6:250032562
Ames24709:81FE8ABXX:6:250032528
Ames24710:81FENABXX:2:250034673
Ames24711:81FE8ABXX:6:250032545
Ames24712:81N4HABXX:6:250033531
Ames24713:81FENABXX:3:250034804
Ames24714:81FENABXX:2:250034680
Ames24715:81FENABXX:2:250034679
Ames24716:81FE8ABXX:5:250032388
Ames24717:81FE8ABXX:6:250032544
Ames24718:81FENABXX:2:250034760
Ames24719:81FE8ABXX:6:250032587
Ames24720:81FE8ABXX:4:250032290
Ames24721:81FENABXX:3:250034871
Ames24722:81FENABXX:3:250034811
Ames24723:81FE8ABXX:4:250032269
Ames24724:81FE8ABXX:6:250032567
Ames24725:81FE8ABXX:6:250032585
Ames24726:81FENABXX:3:250034803
Ames24727:81FE8ABXX:5:250032402
Ames24728:MRG:2:250041472
Ames24729:81N4HABXX:6:250033552
Ames24730:81N4HABXX:3:250033197
Ames24732:81FE8ABXX:5:250032433
Ames24733:81FE8ABXX:6:250032570
Ames24734:81FENABXX:2:250034693
Ames24735:81FE8ABXX:6:250032583
Ames24736:81FENABXX:3:250034855
Ames24737:81FE8ABXX:5:250032445
Ames24738:81FE8ABXX:6:250032546
Ames24739:81N4HABXX:6:250033603
Ames24740:81FE8ABXX:5:250032380
Ames24741:81FE8ABXX:5:250032409
Ames24742:81FE8ABXX:5:250032447
Ames24743:81FE8ABXX:6:250032553
Ames24744:81FENABXX:4:250034928
Ames24745:81FE8ABXX:5:250032439
Ames24746:81FENABXX:7:250034629
Ames24747:81FE8ABXX:6:250032582
Ames24748:81FE8ABXX:6:250032522
Ames24749:81FENABXX:3:250034839
Ames24750:81FENABXX:3:250034796
Ames24751:81FE8ABXX:5:250032432
Ames24752:81FE8ABXX:6:250032512
Ames24989:81N4HABXX:7:250033695
Ames25177:81N4HABXX:5:250033485
Ames25179:81N4HABXX:2:250033101
Ames25181:MRG:2:250042371
Ames25182:81FE7ABXX:6:250031632
Ames25218:81FE7ABXX:6:250031631
Ames25219:81FENABXX:2:250034741
Ames25220:81FENABXX:1:250033789
Ames25221:81N4HABXX:7:250033683
Ames2523:81FE8ABXX:3:250032199
Ames25372:81FENABXX:4:250034986
Ames25373:81FENABXX:5:250035128
Ames25374:81FE7ABXX:3:250031254
Ames25559:81FE7ABXX:5:250031530
Ames26004:81N4HABXX:5:250033478
Ames26021:81FENABXX:2:250034725
Ames26022:81FENABXX:1:250033814
Ames26028:81FE7ABXX:2:250031141
Ames26114:81FE7ABXX:3:250031311
Ames26115:81FENABXX:5:250035120
Ames26116:81FE7ABXX:1:250031049
Ames26117:81FENABXX:6:250035183
Ames26118:81FENABXX:5:250035054
Ames26119:81FENABXX:5:250035075
Ames26120:81FENABXX:3:250034828
Ames26121:81FENABXX:4:250034981
Ames26122:81FE7ABXX:1:250031069
Ames26123:81FE7ABXX:2:250031140
Ames26124:81FE7ABXX:1:250031025
Ames26125:81FENABXX:3:250034887
Ames26126:81FE7ABXX:2:250031190
Ames26127:81FE7ABXX:2:250031185
Ames26128:81FENABXX:4:250034974
Ames26129:81FE7ABXX:1:250031037
Ames26130:81FENABXX:4:250034927
Ames26131:81FE7ABXX:1:250030993
Ames26132:81FE7ABXX:2:250031125
Ames26133:81FENABXX:5:250035052
Ames26134:81FENABXX:4:250034953
Ames26135:81FENABXX:5:250035082
Ames26136:81FENABXX:4:250034994
Ames26137:81FENABXX:4:250034934
Ames26138:81FE8ABXX:7:250032805
Ames26253:81N4HABXX:3:250033168
